,word,likes,retweets,comments,n,avg_likes,avg_retweets,avg_comments,trafic,party
296,kurre,27,12,3,1,27,12,3,39,Radikale
297,Kronik,27,12,3,1,27,12,3,39,Radikale
298,milliardindsats,27,12,3,1,27,12,3,39,Radikale
299,børneleg,27,12,3,1,27,12,3,39,Radikale
300,presserådgiver,11,5,3,1,11,5,3,16,Radikale
301,mandag,50,21,17,3,17,7,6,71,Radikale
302,folkeskolereform,46,7,1,1,46,7,1,53,Radikale
303,regering,1660,212,188,31,54,7,6,1872,Radikale
304,uddannelsesaftale,46,7,1,1,46,7,1,53,Radikale
305,uddannelse,656,116,38,20,33,6,2,772,Radikale
306,mulighed,607,112,64,25,24,4,3,719,Radikale
307,uddannelsesplads,164,22,12,2,82,11,6,186,Radikale
308,Folkeskolereform,33,5,2,1,33,5,2,38,Radikale
309,Reg.,33,5,2,1,33,5,2,38,Radikale
310,oplæg,67,14,6,4,17,4,2,81,Radikale
311,valgkamp,278,31,8,4,70,8,2,309,Radikale
312,hastværk,33,5,2,1,33,5,2,38,Radikale
313,kæmpe,413,59,36,12,34,5,3,472,Radikale
314,reform,68,15,7,2,34,8,4,83,Radikale
315,udd.pladser,33,5,2,1,33,5,2,38,Radikale
316,trætte,106,37,13,3,35,12,4,143,Radikale
317,fest,188,53,20,5,38,11,4,241,Radikale
318,galt,40,16,19,3,13,5,6,56,Radikale
319,folkemødetalen,16,6,8,1,16,6,8,22,Radikale
320,FMDK,58,19,10,8,7,2,1,77,Radikale
321,NYT,13,4,0,1,13,4,0,17,Radikale
322,Folkemødet,65,15,4,4,16,4,1,80,Radikale
323,klokke,164,35,14,6,27,6,2,199,Radikale
324,Folkemøde-talen,3,1,1,1,3,1,1,4,Radikale
325,Folkemøde,22,11,3,3,7,4,1,33,Radikale
326,Forskningen,14,4,0,1,14,4,0,18,Radikale
327,lys,23,6,1,2,12,3,0,29,Radikale
328,Anja,14,4,0,1,14,4,0,18,Radikale
329,Andersen,14,4,0,1,14,4,0,18,Radikale
330,Anders,38,7,2,3,13,2,1,45,Radikale
331,Overgaard,14,4,0,1,14,4,0,18,Radikale
332,Bjarklev,14,4,0,1,14,4,0,18,Radikale
333,bredde,14,4,0,1,14,4,0,18,Radikale
334,forskning,66,11,4,4,16,3,1,77,Radikale
335,Kvinde,14,2,0,2,7,1,0,16,Radikale
336,kende,42,5,4,4,10,1,1,47,Radikale
337,historie,964,75,45,13,74,6,3,1039,Radikale
338,historiker,7,1,0,1,7,1,0,8,Radikale
339,Gry,7,1,0,1,7,1,0,8,Radikale
340,Jexen,7,1,0,1,7,1,0,8,Radikale
341,kvinde,461,80,31,10,46,8,3,541,Radikale
342,betydning,7,1,0,1,7,1,0,8,Radikale
343,udgangspunkt,33,5,9,3,11,2,3,38,Radikale
344,Jexens,7,1,0,1,7,1,0,8,Radikale
345,bog,7,1,0,1,7,1,0,8,Radikale
346,ligestilling,357,81,50,22,16,4,2,438,Radikale
347,professionel,4,1,0,1,4,1,0,5,Radikale
348,kreativ,4,1,0,1,4,1,0,5,Radikale
349,Benjamin,4,1,0,1,4,1,0,5,Radikale
350,Koppel,4,1,0,1,4,1,0,5,Radikale
351,digital,39,16,8,7,6,2,1,55,Radikale
352,folkemøde,17,4,4,3,6,1,1,21,Radikale
353,Juhl,4,1,0,1,4,1,0,5,Radikale
354,Facebook,158,51,30,27,6,2,1,209,Radikale
355,Moderne,4,1,1,1,4,1,1,5,Radikale
356,Erhvervspolitik,4,1,1,1,4,1,1,5,Radikale
357,menneskerettighed,74,15,5,2,37,8,2,89,Radikale
358,platform,3,3,0,1,3,3,0,6,Radikale
359,Marya,3,3,0,1,3,3,0,6,Radikale
360,Akhtar,3,3,0,1,3,3,0,6,Radikale
361,Institut,3,3,0,1,3,3,0,6,Radikale
362,Menneskerettigheder,12,6,1,2,6,3,0,18,Radikale
363,åben,40,8,5,4,10,2,1,48,Radikale
364,Folketingsgruppen,7,2,0,1,7,2,0,9,Radikale
365,anledning,7,2,0,1,7,2,0,9,Radikale
366,sjette,17,5,0,1,17,5,0,22,Radikale
367,Banker,19,11,5,1,19,11,5,30,Radikale
368,hjerte,45,21,12,3,15,7,4,66,Radikale
369,arbejde,390,94,77,11,35,9,7,484,Radikale
370,hold,140,42,29,4,35,10,7,182,Radikale
371,konsulent,65,20,14,2,32,10,7,85,Radikale
372,Dejligt,74,5,3,6,12,1,0,79,Radikale
373,brug,3444,524,236,38,91,14,6,3968,Radikale
374,fremmest,100,10,2,1,100,10,2,110,Radikale
375,opgave,281,40,24,10,28,4,2,321,Radikale
376,forskningsfrihed,100,10,2,1,100,10,2,110,Radikale
377,forsker,127,18,9,3,42,6,3,145,Radikale
378,stemme,733,78,54,7,105,11,8,811,Radikale
379,offentlig,214,17,10,3,71,6,3,231,Radikale
380,forskpol,100,10,2,1,100,10,2,110,Radikale
381,erhvervsuddannelse,102,8,3,1,102,8,3,110,Radikale
382,universitet,102,8,3,1,102,8,3,110,Radikale
383,Frit,13,3,2,1,13,3,2,16,Radikale
384,grundlovstale,54,13,10,6,9,2,2,67,Radikale
385,Gymnasium,23,4,3,2,12,2,2,27,Radikale
386,værst,14,3,1,1,14,3,1,17,Radikale
387,håb,769,118,54,23,33,5,2,887,Radikale
388,stræk,14,3,1,1,14,3,1,17,Radikale
389,fritland,14,3,1,1,14,3,1,17,Radikale
390,Glædelig,133,34,15,5,27,7,3,167,Radikale
391,Grundlovsdag,114,32,11,8,14,4,1,146,Radikale
392,Vær,39,11,5,2,20,6,2,50,Radikale
393,demokrati,391,51,40,7,56,7,6,442,Radikale
394,lange,290,50,13,9,32,6,1,340,Radikale
395,Vigtigt,27,5,1,1,27,5,1,32,Radikale
396,bekostning,50,8,3,2,25,4,2,58,Radikale
397,trivsel,77,12,17,3,26,4,6,89,Radikale
398,topklasse,27,5,1,1,27,5,1,32,Radikale
399,meningsløs,58,11,7,3,19,4,2,69,Radikale
400,uddannelsesmuligheder,27,5,1,1,27,5,1,32,Radikale
401,bal,57,5,4,1,57,5,4,62,Radikale
402,tema,57,5,4,1,57,5,4,62,Radikale
403,mangel,89,13,8,3,30,4,3,102,Radikale
404,skatte,163,25,20,4,41,6,5,188,Radikale
405,m.m.,68,7,4,2,34,4,2,75,Radikale
406,dkøko,106,17,6,2,53,8,3,123,Radikale
407,Folkeskolen,104,22,12,4,26,6,3,126,Radikale
408,småjusteringer,3,1,1,1,3,1,1,4,Radikale
409,Skolereformen,3,1,1,1,3,1,1,4,Radikale
410,hav,20,4,4,2,10,2,2,24,Radikale
411,regulering,3,1,1,1,3,1,1,4,Radikale
412,dokumentationskrav,3,1,1,1,3,1,1,4,Radikale
413,decentralisering,86,8,3,1,86,8,3,94,Radikale
414,centralisering,86,8,3,1,86,8,3,94,Radikale
415,magt,291,47,32,10,29,5,3,338,Radikale
416,studere,160,23,8,5,32,5,2,183,Radikale
417,nedskæring,86,8,3,1,86,8,3,94,Radikale
418,studiemiljøer,23,3,2,1,23,3,2,26,Radikale
419,forskningskvalitet,23,3,2,1,23,3,2,26,Radikale
420,dkudd,218,30,16,3,73,10,5,248,Radikale
421,universel,97,7,7,1,97,7,7,104,Radikale
422,konvention,176,37,11,2,88,18,6,213,Radikale
423,spørgsmål,677,166,105,54,13,3,2,843,Radikale
424,sammens,97,7,7,1,97,7,7,104,Radikale
425,sikkerhed,285,21,25,2,142,10,12,306,Radikale
426,rige,240,20,21,2,120,10,10,260,Radikale
427,uambitiøst,26,4,6,1,26,4,6,30,Radikale
428,regeringstoppen,26,4,6,1,26,4,6,30,Radikale
429,konflikt,26,4,6,1,26,4,6,30,Radikale
430,kød,26,4,6,1,26,4,6,30,Radikale
431,plantebaserede,129,26,18,3,43,9,6,155,Radikale
432,fødevare,78,16,12,2,39,8,6,94,Radikale
433,væksteventyr,26,4,6,1,26,4,6,30,Radikale
434,plantebaseret,26,4,6,1,26,4,6,30,Radikale
435,mad,56,10,12,3,19,3,4,66,Radikale
436,Europæer,17,3,3,1,17,3,3,20,Radikale
437,invitere,23,4,4,2,12,2,2,27,Radikale
438,Hvilket,17,3,3,1,17,3,3,20,Radikale
439,Europa,1231,284,94,45,27,6,2,1515,Radikale
440,corona,88,21,8,6,15,4,1,109,Radikale
441,Lyt,278,38,17,5,56,8,3,316,Radikale
442,Clubhouse,17,3,3,1,17,3,3,20,Radikale
443,aften,235,41,24,5,47,8,5,276,Radikale
444,clubhousedk,17,3,3,1,17,3,3,20,Radikale
445,nedsætte,41,10,7,1,41,10,7,51,Radikale
446,borgersamling,41,10,7,1,41,10,7,51,Radikale
447,Samling,41,10,7,1,41,10,7,51,Radikale
448,EU-anbefalinger,41,10,7,1,41,10,7,51,Radikale
449,Indlæg,41,10,7,1,41,10,7,51,Radikale
450,Svaret,38,10,10,2,19,5,5,48,Radikale
451,enten-eller,38,10,10,2,19,5,5,48,Radikale
452,årti,53,16,8,4,13,4,2,69,Radikale
453,splittelse,55,15,10,3,18,5,3,70,Radikale
454,værd,10,5,4,1,10,5,4,15,Radikale
455,Europadag,122,16,22,3,41,5,7,138,Radikale
456,stolt,101,11,16,2,50,6,8,112,Radikale
457,europæer,82,7,15,1,82,7,15,89,Radikale
458,Både-og,82,7,15,1,82,7,15,89,Radikale
459,maskinrum,4,4,3,1,4,4,3,8,Radikale
460,Bruxelles,4,4,3,1,4,4,3,8,Radikale
461,rådgive,24,15,6,3,8,5,2,39,Radikale
462,kontor,4,4,3,1,4,4,3,8,Radikale
463,Europa-Parlamentet,15,13,3,2,8,6,2,28,Radikale
464,Stor,45,11,5,2,22,6,2,56,Radikale
465,enmillionstemmer,35,10,5,1,35,10,5,45,Radikale
466,opmærksomhed,35,10,5,1,35,10,5,45,Radikale
467,handicapområde,35,10,5,1,35,10,5,45,Radikale
468,Fuld,155,27,11,4,39,7,3,182,Radikale
469,opbakning,281,54,30,8,35,7,4,335,Radikale
470,område,48,13,7,3,16,4,2,61,Radikale
471,Problemet,35,10,5,1,35,10,5,45,Radikale
472,erkende,35,10,5,1,35,10,5,45,Radikale
473,virkelig,526,105,44,15,35,7,3,631,Radikale
474,pressechef,112,24,5,3,37,8,2,136,Radikale
475,magenta-holdet,18,3,2,1,18,3,2,21,Radikale
476,fangelejr,41,6,9,1,41,6,9,47,Radikale
477,Syrien,66,13,16,2,33,6,8,79,Radikale
478,flertal,265,47,26,4,66,12,6,312,Radikale
479,natur,95,23,12,9,11,3,1,118,Radikale
480,vige,130,17,33,3,43,6,11,147,Radikale
481,enig,90,17,24,8,11,2,3,107,Radikale
482,fritidspædagogikkens,2,1,0,1,2,1,0,3,Radikale
483,fritidshjem,2,1,0,1,2,1,0,3,Radikale
484,fritidspædagogikken,2,1,0,1,2,1,0,3,Radikale
485,nutid,2,1,0,1,2,1,0,3,Radikale
486,Barndommens,2,1,0,1,2,1,0,3,Radikale
487,Gade,2,1,0,1,2,1,0,3,Radikale
488,frirum,2,1,0,1,2,1,0,3,Radikale
489,dkpæd,2,1,0,1,2,1,0,3,Radikale
490,fredelig,33,8,7,2,16,4,4,41,Radikale
491,tynd,25,7,7,1,25,7,7,32,Radikale
492,grundlag,44,13,7,2,22,6,4,57,Radikale
493,Rystende,25,7,7,1,25,7,7,32,Radikale
494,læsning,25,7,7,1,25,7,7,32,Radikale
495,bue,26,7,2,1,26,7,2,33,Radikale
496,dktrp,80,18,15,3,27,6,5,98,Radikale
497,basis,27,2,10,1,27,2,10,29,Radikale
