,word,likes,retweets,comments,n,avg_likes,avg_retweets,avg_comments,trafic
1,vej,3430,452,,87,39,5,,3882
2,miljøministerium,47,13,,1,47,13,,60
3,biodiversitetsmål,47,13,,1,47,13,,60
4,Danmark,12567,1730,,237,53,7,,14297
5,beskytte,680,63,,5,136,13,,743
6,natur,779,133,,33,24,4,,912
7,land,3218,444,,93,35,5,,3662
8,hav,713,68,,9,79,8,,781
9,dkgreen,5484,940,,154,36,6,,6424
10,https://t.co/auA5QnEVkV,47,13,,1,47,13,,60
11,nettofordel,1,0,,2,0,0,,1
12,klima,2973,307,,54,55,6,,3280
13,boring,28,16,,3,9,5,,44
14,Nordsøen,26,9,,5,5,2,,35
15,reserve,149,32,,3,50,11,,181
16,jord,299,21,,13,23,2,,320
17,signal,181,42,,7,26,6,,223
18,plan,673,145,,32,21,5,,818
19,klimaafgifter,1,0,,2,0,0,,1
20,Klimaet,831,99,,7,119,14,,930
21,tid,4663,484,,116,40,4,,5147
22,Løkke,935,190,,41,23,5,,1125
23,KL-topmøde,17,15,,2,8,8,,32
24,milliard,1048,222,,28,37,8,,1270
25,kommune,1874,313,,60,31,5,,2187
26,dkpol,78083,11466,,1788,44,6,,89549
27,KLtop16,17,15,,2,8,8,,32
28,https://t.co/zm916cxQeH,14,13,,1,14,13,,27
29,alternativ,30,9,,4,8,2,,39
30,Alternativet,847,151,,32,26,5,,998
31,LMÅ17,50,10,,2,25,5,,60
32,indsats,1919,243,,35,55,7,,2162
33,unge,2255,349,,84,27,4,,2604
34,legalisering,33,6,,5,7,1,,39
35,allevegne,1,0,,1,1,0,,1
36,Tyskland,235,59,,10,24,6,,294
37,regering,8848,1227,,229,39,5,,10075
38,lov,2498,369,,69,36,5,,2867
39,forsøg,345,77,,14,25,6,,422
40,Borgerløn,143,42,,5,29,8,,185
41,ide,439,60,,23,19,3,,499
42,DK?@alternativet,37,13,,1,37,13,,50
43,puls,6,5,,1,6,5,,11
44,terminal,6,5,,1,6,5,,11
45,patient,505,100,,17,30,6,,605
46,resurseforløb,47,23,,7,7,3,,70
47,bilbranche,5,2,,1,5,2,,7
48,Ekkodalen,5,2,,1,5,2,,7
49,Kondolerer,3,0,,1,3,0,,3
50,ord,2602,263,,50,52,5,,2865
51,rollemodel,3,0,,1,3,0,,3
52,borgerlig,2528,188,,34,74,6,,2716
53,fattigdomsgrænse,301,42,,8,38,5,,343
54,liv,1721,199,,47,37,4,,1920
55,Darth,1,0,,1,1,0,,1
56,reduktionsmål,678,59,,3,226,20,,737
57,hele,2803,286,,91,31,3,,3089
58,klimaDanmark,3,0,,1,3,0,,3
59,fagforening,26,5,,5,5,1,,31
60,skræmme,893,74,,8,112,9,,967
61,retræte,3,0,,1,3,0,,3
62,nøgen,5,1,,1,5,1,,6
63,I-Phone,5,1,,1,5,1,,6
64,vigtig,4018,533,,114,35,5,,4551
65,hovedfokus,46,12,,1,46,12,,58
66,Mogens,669,51,,9,74,6,,720
67,mink,1165,98,,13,90,8,,1263
68,dkool,46,12,,1,46,12,,58
69,DAGE,2,2,,2,1,1,,4
70,DEMO,2,2,,2,1,1,,4
71,studere,810,60,,18,45,3,,870
72,udd,5,5,,2,2,2,,10
73,time,940,89,,27,35,3,,1029
74,feedback,15,3,,2,8,2,,18
75,vejledning,239,35,,8,30,4,,274
76,https://t.co/D70bD4BbDi,2,2,,1,2,2,,4
77,uddpol,810,121,,26,31,5,,931
78,tvangsanbringelse,67,14,,3,22,5,,81
79,intensiv,10,3,,1,10,3,,13
80,terapeutisk,10,3,,1,10,3,,13
81,familiebehandling,10,3,,1,10,3,,13
82,dyr,483,108,,18,27,6,,591
83,familie,1802,270,,45,40,6,,2072
84,barn,8933,1020,,164,54,6,,9953
85,Vibygård,10,3,,1,10,3,,13
86,Høring,29,11,,4,7,3,,40
87,anbringelse,159,21,,4,40,5,,180
88,Borgen,317,86,,23,14,4,,403
89,dksocial,749,258,,48,16,5,,1007
90,Sej,4,0,,1,4,0,,4
91,knægt,4,0,,1,4,0,,4
92,stolt,1453,113,,19,76,6,,1566
93,enig,2417,229,,102,24,2,,2646
94,udvalg,130,19,,3,43,6,,149
95,handling,555,87,,25,22,3,,642
96,total,83,23,,8,10,3,,106
97,kulegravning,50,10,,3,17,3,,60
98,økonomi,977,102,,29,34,4,,1079
99,aktivitet,115,25,,6,19,4,,140
100,hjemløseområdet,25,7,,1,25,7,,32
101,mangen,4399,573,,163,27,4,,4972
102,hundrede,34,10,,3,11,3,,44
103,million,950,155,,24,40,6,,1105
104,krone,735,162,,23,32,7,,897
105,område,1056,136,,48,22,3,,1192
106,antal,129,24,,11,12,2,,153
107,hjemløs,134,28,,8,17,4,,162
108,https://t.co/1uW7QrbToZ,25,7,,1,25,7,,32
109,Johhh,0,0,,1,0,0,,0
110,stringent,0,0,,1,0,0,,0
111,fattig,1189,179,,26,46,7,,1368
112,gang,4595,649,,139,33,5,,5244
113,ifbm,4,2,,2,2,1,,6
114,sundhed,432,111,,21,21,5,,543
115,fattigdom,417,56,,18,23,3,,473
116,forvaltning,65,17,,5,13,3,,82
117,afgørelsespolitik,1,1,,1,1,1,,2
118,Retorisk,1,1,,1,1,1,,2
119,Advokatrådets,4,3,,4,1,1,,7
120,debat,1770,194,,79,22,2,,1964
121,retssikkerhed,346,44,,8,43,6,,390
122,Tak,6463,750,,194,33,4,,7213
123,historisk,146,26,,6,24,4,,172
124,modstand,444,68,,8,56,8,,512
125,førtidspensionsref,46,12,,1,46,12,,58
126,udsætte,823,174,,32,26,5,,997
127,gade,241,53,,13,19,4,,294
128,dagsorden,665,82,,13,51,6,,747
129,Dkpol,20,6,,2,10,3,,26
130,dkklima,596,109,,12,50,9,,705
131,fred,243,18,,6,40,3,,261
132,Bethlehem,15,5,,1,15,5,,20
133,Palæstina,15,5,,1,15,5,,20
134,Mellemøsten,627,43,,4,157,11,,670
135,righttomovement,15,5,,1,15,5,,20
136,https://t.co/V3VBuZuAGQ,15,5,,1,15,5,,20
137,mil,32,17,,1,32,17,,49
138,Satsmidlerne,32,17,,1,32,17,,49
139,borgerstyrede,32,17,,1,32,17,,49
140,budgettere,32,17,,1,32,17,,49
141,dansker,6516,1010,,106,61,10,,7526
142,https://t.co/BlF45nKU57,32,17,,1,32,17,,49
143,Alternativets,303,58,,13,23,4,,361
144,tillidsparlament,6,2,,1,6,2,,8
145,Christiansborg,379,79,,23,16,3,,458
146,Dejligt,214,47,,15,14,3,,261
147,fremmøde,46,11,,3,15,4,,57
148,tillid,679,93,,23,30,4,,772
149,Regering,12,14,,4,3,4,,26
150,sandhed,184,55,,10,18,6,,239
151,krav,1757,253,,40,44,6,,2010
152,timer,197,62,,10,20,6,,259
153,arbejde,2757,392,,83,33,5,,3149
154,kontanthjælpsloftet,11,5,,4,3,1,,16
155,mindsteløn,4,2,,1,4,2,,6
156,Syge,34,18,,1,34,18,,52
157,ledig,363,90,,14,26,6,,453
158,job,745,153,,45,17,3,,898
159,ordning,273,56,,14,20,4,,329
160,rask,40,22,,4,10,6,,62
161,tigge,332,33,,3,111,11,,365
162,samfund,3571,431,,67,53,6,,4002
163,utilstrækkelig,86,16,,2,43,8,,102
164,hjælp,1036,178,,24,43,7,,1214
165,lovgivning,269,68,,15,18,5,,337
166,folk,2936,325,,76,39,4,,3261
167,fængsel,193,32,,9,21,4,,225
168,tiggeri,84,15,,1,84,15,,99
169,https://t.co/Qesx3kN08,84,15,,1,84,15,,99
170,Jobreform,5,4,,2,2,2,,9
171,Thorkild,3,0,,2,2,0,,3
172,udspil,124,48,,13,10,4,,172
173,valg,3793,390,,94,40,4,,4183
174,sal,415,65,,12,35,5,,480
175,realitet,8,2,,3,3,1,,10
176,Roser,4,1,,1,4,1,,5
177,gode,2911,274,,83,35,3,,3185
178,arbejdsløs,604,51,,12,50,4,,655
179,statistik,8,4,,4,2,1,,12
180,Kære,1402,83,,24,58,3,,1485
181,Folketingets,1019,112,,15,68,7,,1131
182,talerstol,448,66,,13,34,5,,514
183,lod,22,6,,3,7,2,,28
184,mål,946,128,,40,24,3,,1074
185,begrænsning,32,9,,3,11,3,,41
186,CO2,651,108,,20,33,5,,759
187,Venstre,2581,314,,47,55,7,,2895
188,INDTIL,22,5,,1,22,5,,27
189,Venstres,170,17,,7,24,2,,187
190,politik,3011,302,,79,38,4,,3313
191,græsse,34,6,,2,17,3,,40
192,høne,7,2,,1,7,2,,9
193,Bæredygtighedsfestival,7,2,,1,7,2,,9
194,Aalborg,104,44,,14,7,3,,148
195,venligrevolution,212,77,,10,21,8,,289
196,gokgok,7,2,,1,7,2,,9
197,https://t.co/rzmS0xcg5z,7,2,,1,7,2,,9
198,Glad,141,26,,7,20,4,,167
199,støtte,1024,153,,38,27,4,,1177
200,frivillig,154,32,,8,19,4,,186
201,social,1299,170,,38,34,4,,1469
202,organisation,283,44,,12,24,4,,327
203,dyst,77,18,,2,38,9,,95
204,baggrund,491,93,,17,29,5,,584
205,psykiatribrugere,60,16,,1,60,16,,76
206,menneske,3947,489,,92,43,5,,4436
207,handicappe,479,96,,19,25,5,,575
208,Coronakrisen,315,58,,6,52,10,,373
209,model,142,35,,21,7,2,,177
210,lønindkomst,2,0,,1,2,0,,2
211,borgerlønnen,6,0,,3,2,0,,6
212,skatte,1401,171,,50,28,3,,1572
213,afgift,957,114,,37,26,3,,1071
214,måde,1598,108,,59,27,2,,1706
215,borger,1448,231,,43,34,5,,1679
216,løn,305,23,,10,30,2,,328
217,borgerlønsniveauet,2,0,,1,2,0,,2
218,forsikring,2,0,,1,2,0,,2
219,faste,29,11,,4,7,3,,40
220,bund,478,73,,16,30,5,,551
221,grøn,2881,466,,110,26,4,,3347
222,hvorerderenvoksen,73,14,,2,36,7,,87
223,journalist,449,55,,20,22,3,,504
224,tråd,731,17,,9,81,2,,748
225,topskat,29,5,,5,6,1,,34
226,Kampen,43,9,,2,22,4,,52
227,økonomisk,1193,197,,44,27,4,,1390
228,ulighed,538,125,,24,22,5,,663
229,del,3575,395,,60,60,7,,3970
230,dna,3,3,,1,3,3,,6
231,Lisbeth,0,0,,1,0,0,,0
232,Skifergasbrønd,0,0,,1,0,0,,0
233,lynnedslag,0,0,,1,0,0,,0
234,Denton,0,0,,1,0,0,,0
235,Texas,0,0,,2,0,0,,0
236,Rasmus,698,68,,15,47,5,,766
237,Nordqvist,41,13,,3,14,4,,54
238,åbningstale,187,42,,6,31,7,,229
239,Done,33,0,,1,33,0,,33
240,beskæftigelsessystemet,18,7,,1,18,7,,25
241,https://t.co/bhvnCbwYha,18,7,,1,18,7,,25
242,UBI,2,3,,2,1,2,,5
243,partiprogram,4,2,,4,1,0,,6
244,penge,5457,597,,125,44,5,,6054
245,bæredygtig,689,84,,17,41,5,,773
246,teknologi,116,16,,8,14,2,,132
247,mulig,455,79,,29,16,3,,534
248,link,83,24,,13,6,2,,107
249,konkret,284,49,,13,22,4,,333
250,sag,1791,153,,57,31,3,,1944
251,https://t.co/FTgLc0f9ij,3,0,,1,3,0,,3
252,proportion,98,13,,2,49,6,,111
253,falsk,170,23,,8,21,3,,193
254,præmis,140,10,,4,35,2,,150
255,kontanthjælp,377,82,,21,18,4,,459
256,modkrav?@AlexanderSF_Bby,2,2,,1,2,2,,4
257,megen,4254,424,,83,51,5,,4678
258,lykke,356,62,,13,27,5,,418
259,Tusind,133,6,,7,19,1,,139
260,Peter,132,22,,7,19,3,,154
261,Livslang,23,16,,1,23,16,,39
262,førtidspension,106,37,,6,18,6,,143
263,førtidspensionist,113,33,,2,56,16,,146
264,fleksjobbe,23,16,,1,23,16,,39
265,frygt,91,23,,5,18,5,,114
266,fratagelse,23,16,,1,23,16,,39
267,pension,201,51,,14,14,4,,252
268,Fattigrøven,26,10,,1,26,10,,36
269,Troels,70,21,,5,14,4,,91
270,røv,179,48,,5,36,10,,227
271,God,2413,236,,63,38,4,,2649
272,start,621,115,,15,41,8,,736
273,Centrale,2,1,,1,2,1,,3
274,Handicapråds,2,1,,1,2,1,,3
275,Årsmøde,31,5,,2,16,2,,36
276,Interaktiv,2,1,,1,2,1,,3
277,dialog,1085,48,,11,99,4,,1133
278,https://t.co/cFa32wQWw2,2,1,,1,2,1,,3
279,Fock,9,7,,2,4,4,,16
280,fravær,289,21,,5,58,4,,310
281,miljømæssig,9,8,,2,4,4,,17
282,bundlinje,9,8,,3,3,3,,17
283,https://t.co/9vMuK7SmLc,9,7,,1,9,7,,16
284,org.,6,1,,1,6,1,,7
285,tiggergang,6,1,,1,6,1,,7
286,https://t.co/Hfr45Lcvfq,6,1,,1,6,1,,7
287,Torsten,54,6,,5,11,1,,60
288,fantastisk,1249,158,,29,43,5,,1407
289,kamp,1740,264,,50,35,5,,2004
290,gavne,70,14,,5,14,3,,84
291,opslag,58,2,,6,10,0,,60
292,Daniel,1,1,,2,0,0,,2
293,Oliver,49,4,,1,49,4,,53
294,Bureaukrati,7,2,,2,4,1,,9
295,kontrol,664,98,,25,27,4,,762
296,melding,326,47,,15,22,3,,373
297,cannabis,112,24,,6,19,4,,136
298,rocker,82,17,,1,82,17,,99
299,tvivl,1042,72,,26,40,3,,1114
300,https://t.co/0iMelK67xQ,82,17,,1,82,17,,99
301,sted,1711,284,,70,24,4,,1995
302,leve,41,10,,5,8,2,,51
303,https://t.co/df1ARxlQXU,24,8,,1,24,8,,32
304,sundhedsminister,5,1,,2,2,0,,6
305,samråd,1472,297,,35,42,8,,1769
306,genopretningspakke,3,2,,1,3,2,,5
307,negligere,3,2,,1,3,2,,5
308,aktivisme,3,2,,1,3,2,,5
309,https://t.co/XNZ3hsikfn,3,2,,1,3,2,,5
310,Mette,2461,423,,58,42,7,,2884
311,Frederiksen,1435,255,,28,51,9,,1690
312,forslag,2938,388,,91,32,4,,3326
313,brætte,79,20,,1,79,20,,99
314,spørgetime,273,47,,4,68,12,,320
315,folketingssal,424,60,,8,53,8,,484
316,indlæg,377,76,,15,25,5,,453
317,Erik,90,22,,3,30,7,,112
318,Christensen,99,23,,3,33,8,,122
319,Information,80,20,,2,40,10,,100
320,https://t.co/kUGzZ8kzOG,79,20,,1,79,20,,99
321,Mennesker,71,23,,5,14,5,,94
322,regel,1414,167,,35,40,5,,1581
323,Punktum,10,3,,4,2,1,,13
324,https://t.co/AWAGoIBHFc,7,3,,1,7,3,,10
325,Super,109,18,,5,22,4,,127
326,undtage,1,2,,2,0,1,,3
327,surre,180,27,,5,36,5,,207
328,chance,352,69,,11,32,6,,421
329,grønt,454,82,,16,28,5,,536
330,flertal,1939,260,,56,35,5,,2199
331,urigtighed,64,13,,1,64,13,,77
332,landsmøde,620,72,,12,52,6,,692
333,problem,1006,188,,72,14,3,,1194
334,ambitiøs,974,129,,14,70,9,,1103
335,sjællænder,6,10,,1,6,10,,16
336,Tornerosesøvn,6,10,,1,6,10,,16
337,fracking,6,10,,1,6,10,,16
338,kirkegård,74,26,,3,25,9,,100
339,http://t.co/P2OMogtabH,6,10,,1,6,10,,16
340,Thisted,26,4,,3,9,1,,30
341,biologisk,7,1,,2,4,0,,8
342,mangfoldighed,55,7,,4,14,2,,62
343,tydelighed,10,9,,1,10,9,,19
344,førtidspensionsforliget,10,9,,1,10,9,,19
345,https://t.co/WYbOZv9iZh,10,9,,1,10,9,,19
346,Ordningen,18,5,,3,6,2,,23
347,forudsætning,320,43,,5,64,9,,363
348,permanent,107,15,,6,18,2,,122
349,medicinsk,4,1,,2,2,0,,5
350,Naturterapi,1,2,,1,1,2,,3
351,virke,34,9,,3,11,3,,43
352,soldat,1,2,,1,1,2,,3
353,PTSD,1,2,,1,1,2,,3
354,stol,205,49,,4,51,12,,254
355,kødproduktion,142,32,,1,142,32,,174
356,Fødevarerordfører,142,32,,1,142,32,,174
357,Anders,215,40,,6,36,7,,255
358,Kronborg,142,32,,1,142,32,,174
359,vige,255,57,,7,36,8,,312
360,konference,388,67,,14,28,5,,455
361,fødevare,169,36,,5,34,7,,205
362,omstilling,1520,244,,37,41,7,,1764
363,bjælde,142,32,,1,142,32,,174
364,Nye,3042,480,,66,46,7,,3522
365,forringelse,108,42,,6,18,7,,150
366,flygtning,415,89,,28,15,3,,504
367,mulighed,3176,270,,56,57,5,,3446
368,rettighed,821,107,,18,46,6,,928
369,empati,103,25,,5,21,5,,128
370,dkasyl,3,1,,1,3,1,,4
371,tag,93,35,,3,31,12,,128
372,hoved,24,3,,6,4,0,,27
373,medlem,419,56,,26,16,2,,475
374,Fuldt,3,1,,1,3,1,,4
375,hus,449,24,,16,28,2,,473
376,halvårsmødet,3,1,,1,3,1,,4
377,Aarhus,297,66,,29,10,2,,363
378,fest,604,38,,7,86,5,,642
379,https://t.co/hAJr4Xxr2N,3,1,,1,3,1,,4
380,Positivt,1,0,,1,1,0,,1
381,Juncker,12,3,,2,6,2,,15
382,asylansøger,1,1,,2,0,0,,2
383,ansøgning,49,10,,4,12,2,,59
384,middel,382,55,,20,19,3,,437
385,nødhjælp,1,0,,1,1,0,,1
386,obligation,1,0,,1,1,0,,1
387,Baltic,14,4,,2,7,2,,18
388,Pipe,5,0,,1,5,0,,5
389,Total,355,52,,5,71,10,,407
390,Mand,1,1,,1,1,1,,2
391,gammel,713,72,,27,26,3,,785
392,Bronsonfan,1,1,,1,1,1,,2
393,ubi,5,5,,3,2,2,,10
394,modkrav,227,78,,10,23,8,,305
395,klare,2428,836,,74,33,11,,3264
396,rette,1447,200,,62,23,3,,1647
397,hjemmedyrkning,6,0,,1,6,0,,6
398,sort,273,46,,11,25,4,,319
399,energi,780,76,,14,56,5,,856
400,grad,340,69,,24,14,3,,409
401,opvarmning,44,12,,3,15,4,,56
402,kende,29,3,,3,10,1,,32
403,reservere,5,1,,1,5,1,,6
404,K.hjælpsloftet,16,8,,2,8,4,,24
405,Pronto,8,4,,1,8,4,,12
406,Verden,109,23,,3,36,8,,132
407,flerdimensionel,0,0,,1,0,0,,0
408,scene,12,2,,4,3,0,,14
409,lækker,2,1,,1,2,1,,3
410,fmdk,75,9,,8,9,1,,84
411,https://t.co/XM5wOAILQ7,2,1,,1,2,1,,3
412,Interessant,111,24,,6,18,4,,135
413,https://t.co/mSZvOOVBuV,16,8,,1,16,8,,24
414,Cevea,0,0,,1,0,0,,0
415,Consito,0,0,,1,0,0,,0
416,igang,490,87,,13,38,7,,577
417,UDENFOR,9,5,,1,9,5,,14
418,Fortum,9,5,,1,9,5,,14
419,Nyborg,72,10,,3,24,3,,82
420,farlig,225,29,,11,20,3,,254
